"event","trial","time","PID"
"fullscreenenter","0","967","61754"
"blur","1","1970","61754"
"focus","1","4328","61754"
"blur","2","21497","61754"
"focus","2","208355","61754"
"blur","300","465260","61754"
"focus","300","518227","61754"
"blur","325","541105","61754"
"focus","328","543462","61754"
"blur","594","759789","61754"
"focus","594","768831","61754"
"blur","719","874728","61754"
"focus","720","876029","61754"
"blur","726","880246","61754"
"focus","728","881200","61754"
"blur","785","926510","61754"
"focus","786","927347","61754"
"blur","891","1016168","61754"
"focus","891","1398287","61754"
"blur","1145","1616794","61754"
"focus","1149","1621173","61754"
"blur","1153","1624011","61754"
"focus","1155","1625987","61754"
"blur","1157","1627806","61754"
"focus","1158","1629194","61754"
"blur","1158","1630488","61754"
"focus","1158","1640617","61754"
"blur","1317","1769584","61754"
"focus","1317","1770547","61754"
"blur","1323","1775344","61754"
"focus","1324","1776632","61754"
"blur","1347","1794842","61754"
"focus","1348","1795385","61754"
"blur","1354","1799727","61754"
"focus","1356","1801299","61754"
"blur","1419","1857949","61754"
"focus","1419","2101670","61754"
"blur","1685","2334713","61754"
"focus","1685","2337971","61754"
"blur","1685","2339581","61754"
"focus","1685","2341107","61754"
"blur","1685","2346625","61754"
"focus","1685","3238121","61754"
"blur","1948","3460261","61754"
"focus","1948","3468706","61754"
"blur","2486","3959744","61754"
