"event","trial","time","PID"
"blur","0","277","69522"
"focus","0","2263","69522"
"fullscreenenter","0","3686","69522"
"fullscreenexit","1","4703","69522"
"blur","1","7560","69522"
"focus","1","24907","69522"
"blur","23","71099","69522"
"focus","35","89309","69522"
"blur","36","90211","69522"
"focus","42","99718","69522"
"blur","62","112426","69522"
"focus","71","124315","69522"
"blur","74","126311","69522"
"focus","82","137947","69522"
"blur","88","142292","69522"
"focus","92","148332","69522"
"blur","96","150552","69522"
"focus","99","154330","69522"
"blur","109","162197","69522"
"focus","112","166528","69522"
"blur","115","167956","69522"
"focus","121","176688","69522"
"blur","122","177933","69522"
"focus","131","190488","69522"
"blur","136","193048","69522"
"focus","145","204359","69522"
"blur","148","205945","69522"
"focus","151","212242","69522"
"blur","155","214342","69522"
"focus","163","226545","69522"
"blur","168","228668","69522"
"focus","172","234689","69522"
"blur","175","236390","69522"
"focus","180","241748","69522"
"blur","180","242015","69522"
"focus","183","248528","69522"
"blur","188","251349","69522"
"focus","189","252679","69522"
"blur","194","255019","69522"
"focus","201","266375","69522"
"blur","209","272750","69522"
"focus","210","274797","69522"
"blur","214","276771","69522"
"focus","217","282923","69522"
"blur","220","283965","69522"
"focus","228","297438","69522"
"blur","234","301452","69522"
"focus","236","303068","69522"
"blur","240","305218","69522"
"focus","242","308180","69522"
"blur","248","311082","69522"
"focus","251","314959","69522"
"blur","253","317221","69522"
"focus","257","321152","69522"
"blur","260","324174","69522"
"focus","266","333123","69522"
"blur","273","339399","69522"
"focus","275","342065","69522"
"blur","280","344823","69522"
"focus","299","371501","69522"
"blur","347","406676","69522"
"focus","354","416876","69522"
"blur","361","422693","69522"
"focus","366","428076","69522"
"blur","367","429567","69522"
"focus","370","432615","69522"
"blur","373","434367","69522"
"focus","374","436072","69522"
"blur","380","439575","69522"
"focus","382","443411","69522"
"blur","387","445994","69522"
"focus","388","447811","69522"
"blur","393","450103","69522"
"focus","394","451623","69522"
"blur","400","455953","69522"
"focus","403","458797","69522"
"blur","406","460457","69522"
"focus","408","464284","69522"
"blur","413","466609","69522"
"focus","418","473458","69522"
"blur","420","474910","69522"
"focus","422","478384","69522"
"blur","428","481742","69522"
"focus","428","483040","69522"
"blur","434","485968","69522"
"focus","436","489275","69522"
"blur","441","492082","69522"
"focus","445","497265","69522"
"blur","447","498241","69522"
"focus","449","501365","69522"
"blur","462","509217","69522"
"focus","463","511380","69522"
"blur","468","513686","69522"
"focus","477","524600","69522"
"blur","487","530560","69522"
"focus","493","534753","69522"
"blur","495","537274","69522"
"focus","496","538014","69522"
"blur","501","540504","69522"
"focus","502","541586","69522"
"blur","605","605665","69522"
"focus","610","611122","69522"
"blur","619","617281","69522"
"focus","620","619617","69522"
"blur","625","621592","69522"
"focus","631","625875","69522"
"blur","640","632442","69522"
"focus","640","754992","69522"
"blur","677","778397","69522"
"focus","678","779875","69522"
"blur","698","791640","69522"
"focus","701","796936","69522"
"blur","705","799804","69522"
"focus","708","801366","69522"
"blur","710","802910","69522"
"focus","713","806413","69522"
"blur","716","807851","69522"
"focus","717","809513","69522"
"blur","723","812570","69522"
"focus","728","820050","69522"
"blur","1771","1572838","69522"
"focus","1771","1798382","69522"
"blur","1771","1801984","69522"
"focus","1771","1810243","69522"
"blur","1771","1811353","69522"
"focus","1771","2081725","69522"
"blur","1809","2108227","69522"
"focus","1813","2112232","69522"
"blur","1815","2113894","69522"
"focus","1817","2118115","69522"
"blur","1817","2118152","69522"
"focus","1817","2118746","69522"
"blur","1822","2120734","69522"
"focus","1824","2123158","69522"
"blur","1828","2125259","69522"
"focus","1829","2126876","69522"
"blur","1834","2130283","69522"
"focus","1835","2132391","69522"
"blur","1841","2135974","69522"
"focus","1843","2139670","69522"
"blur","1914","2189009","69522"
"focus","1918","2193999","69522"
"blur","1920","2195748","69522"
"focus","1921","2197334","69522"
"blur","1932","2203689","69522"
"focus","1933","2205622","69522"
"blur","1940","2208835","69522"
"focus","1945","2212468","69522"
"blur","1946","2213538","69522"
"focus","1951","2218269","69522"
"blur","2581","2666691","69522"
"focus","2581","2671081","69522"
"blur","2589","2825136","69522"
"focus","2589","4026988","69522"
"blur","2590","4031710","69522"
