"event","trial","time","PID"
"fullscreenenter","0","4273","99651"
"blur","312","352191","99651"
"focus","312","369309","99651"
"blur","312","370523","99651"
"focus","312","614570","99651"
"blur","312","615444","99651"
"focus","312","920955","99651"
"blur","312","923303","99651"
"focus","312","927494","99651"
"blur","312","928290","99651"
"focus","312","1077746","99651"
"blur","569","1261836","99651"
"focus","570","1262893","99651"
"blur","621","1308569","99651"
"focus","621","1317012","99651"
"blur","621","1319004","99651"
"focus","621","2262409","99651"
"blur","1201","2695864","99651"
"focus","1201","2700131","99651"
"blur","1243","2734907","99651"
"focus","1268","2761897","99651"
"blur","1271","2764406","99651"
"focus","1275","2768616","99651"
"blur","1475","2927166","99651"
"focus","1475","2931565","99651"
"blur","1475","2933238","99651"
"focus","1475","2934108","99651"
"blur","1475","2934501","99651"
"focus","1475","2968989","99651"
"blur","2012","3366749","99651"
"focus","2012","3738203","99651"
"blur","2012","3739183","99651"
"focus","2012","3831875","99651"
"fullscreenexit","2564","4315891","99651"
"blur","2564","4318415","99651"
"focus","2564","4327197","99651"
"blur","2565","4331191","99651"
"focus","2565","4334566","99651"
