"event","trial","time","PID"
"focus","0","0","11233"
"fullscreenexit","0","7487","11233"
"fullscreenexit","328","473951","11233"
"blur","328","475698","11233"
"focus","328","477320","11233"
"blur","328","478272","11233"
"focus","328","488456","11233"
"blur","328","493246","11233"
"focus","328","507612","11233"
"blur","491","657636","11233"
"focus","491","658252","11233"
"blur","495","661516","11233"
"focus","495","662094","11233"
"blur","504","670463","11233"
"focus","504","671651","11233"
"blur","1214","1325348","11233"
"focus","1214","1327272","11233"
"blur","1214","1329478","11233"
"focus","1214","1334118","11233"
"blur","1214","1337240","11233"
"focus","1214","1369974","11233"
"blur","1214","1371855","11233"
"focus","1214","1374133","11233"
"blur","1339","1506069","11233"
"focus","1339","1507060","11233"
"blur","1481","1645630","11233"
"focus","1481","1657580","11233"
"blur","1786","1929418","11233"
"focus","1786","1929843","11233"
"blur","2078","2184759","11233"
"focus","2079","2185224","11233"
"blur","2355","2429593","11233"
"focus","2358","2432040","11233"
"blur","2361","2435278","11233"
"focus","2363","2437140","11233"
"blur","2546","2624835","11233"
"focus","2546","2635061","11233"
"blur","2555","2779250","11233"
"focus","2555","2796131","11233"
