"event","trial","time","PID"
"blur","0","0","96097"
"focus","0","0","96097"
"blur","0","0","96097"
"focus","0","0","96097"
"fullscreenenter","0","5571","96097"
"fullscreenexit","313","350579","96097"
"blur","313","352231","96097"
"focus","313","361590","96097"
"blur","925","818526","96097"
"focus","925","826540","96097"
"blur","1701","1387348","96097"
"focus","1701","1393038","96097"
"blur","1701","1398563","96097"
"focus","1701","1399993","96097"
"blur","2215","1764492","96097"
"focus","2215","1765379","96097"
"blur","2478","2012289","96097"
"focus","2478","2015690","96097"
