"event","trial","time","PID"
"fullscreenenter","0","2156","49989"
"blur","53","106642","49989"
"focus","54","107667","49989"
"blur","61","113556","49989"
"focus","63","114232","49989"
"blur","171","187478","49989"
"focus","172","188057","49989"
"blur","183","194715","49989"
"focus","185","195332","49989"
"blur","197","201888","49989"
"focus","198","202504","49989"
"blur","207","207913","49989"
"focus","207","208441","49989"
"blur","2484","1885437","49989"
"focus","2484","1886215","49989"
