"event","trial","time","PID"
"focus","0","0","60191"
"blur","0","0","60191"
"focus","0","7583","60191"
"blur","0","39441","60191"
"focus","0","39499","60191"
"fullscreenexit","0","39516","60191"
"blur","1","44064","60191"
"focus","1","47158","60191"
"blur","322","476324","60191"
"focus","322","603353","60191"
"blur","322","605828","60191"
"focus","322","606812","60191"
"blur","380","664477","60191"
"focus","381","665980","60191"
"blur","387","671328","60191"
"focus","391","675431","60191"
"blur","519","797748","60191"
"focus","521","799841","60191"
"blur","525","803090","60191"
"focus","529","806767","60191"
"blur","531","808595","60191"
"focus","531","809845","60191"
"blur","634","927241","60191"
"focus","634","930513","60191"
"blur","934","1217702","60191"
"focus","934","1222237","60191"
"blur","1205","1488330","60191"
"focus","1205","1503534","60191"
"blur","1990","2235337","60191"
"focus","1990","2240426","60191"
"blur","2519","2780822","60191"
"focus","2519","2800575","60191"
"blur","2520","2808618","60191"
"focus","2520","2810048","60191"
