"event","trial","time","PID"
"blur","0","0","64969"
"focus","0","2220","64969"
"fullscreenenter","0","13551","64969"
"fullscreenexit","1","17494","64969"
"blur","1","68233","64969"
"focus","1","75009","64969"
"blur","6","189378","64969"
"focus","6","346415","64969"
"blur","317","654076","64969"
"focus","317","683392","64969"
"blur","317","690648","64969"
"focus","317","832089","64969"
"blur","317","833852","64969"
"focus","317","837588","64969"
"blur","466","982862","64969"
"focus","469","984834","64969"
"blur","473","988734","64969"
"focus","475","991448","64969"
"blur","478","993132","64969"
"focus","481","996282","64969"
"blur","485","999491","64969"
"focus","489","1004577","64969"
"blur","492","1007107","64969"
"focus","498","1012946","64969"
"blur","500","1014897","64969"
"focus","504","1018662","64969"
"blur","506","1020432","64969"
"focus","510","1024563","64969"
"blur","512","1026435","64969"
"focus","512","1028084","64969"
"blur","525","1039347","64969"
"focus","526","1041707","64969"
"blur","641","1155147","64969"
"focus","641","1159686","64969"
"blur","641","1197548","64969"
"focus","641","1211243","64969"
"blur","958","1549411","64969"
"focus","958","1729183","64969"
"blur","958","1732222","64969"
"focus","958","1744655","64969"
"blur","958","1827266","64969"
"focus","958","2151200","64969"
"blur","958","2153751","64969"
"focus","958","2157489","64969"
"blur","958","2158677","64969"
"focus","958","2199163","64969"
"blur","958","2201676","64969"
"focus","958","2596432","64969"
"blur","1770","3348744","64969"
"focus","1770","3493665","64969"
"blur","1770","3495213","64969"
"focus","1770","4790947","64969"
"blur","1770","4792741","64969"
"focus","1770","4798568","64969"
"blur","2201","5193922","64969"
"focus","2201","5195260","64969"
"blur","2205","5197690","64969"
"focus","2207","5198857","64969"
"blur","2211","5202943","64969"
"focus","2215","5205674","64969"
"blur","2217","5208560","64969"
"focus","2220","5210604","64969"
"blur","2248","5234838","64969"
"focus","2250","5238379","64969"
"blur","2252","5239318","64969"
"focus","2254","5241334","64969"
"blur","2255","5242724","64969"
"focus","2260","5246935","64969"
"blur","2261","5247912","64969"
"focus","2266","5252234","64969"
"blur","2267","5253729","64969"
"focus","2273","5259831","64969"
"blur","2274","5260753","64969"
"focus","2280","5267880","64969"
"blur","2281","5268686","64969"
"focus","2286","5273812","64969"
"blur","2287","5275000","64969"
"focus","2291","5279515","64969"
"blur","2295","5282417","64969"
"focus","2299","5286594","64969"
"blur","2300","5287488","64969"
"focus","2304","5291664","64969"
"blur","2308","5295487","64969"
"focus","2309","5298112","64969"
"blur","2397","5377848","64969"
"focus","2402","5382273","64969"
"blur","2410","5390719","64969"
"focus","2413","5394088","64969"
"blur","2417","5396745","64969"
"focus","2422","5402043","64969"
"blur","2424","5404525","64969"
"focus","2426","5406419","64969"
"blur","2430","5408663","64969"
"focus","2432","5410268","64969"
"blur","2436","5414355","64969"
"focus","2440","5417973","64969"
"blur","2442","5419428","64969"
"focus","2445","5423350","64969"
"blur","2578","5577803","64969"
"focus","2578","5599215","64969"
"blur","2581","5645262","64969"
"focus","2581","5667235","64969"
"blur","2587","5691950","64969"
"focus","2587","5699727","64969"
