"event","trial","time","PID"
"focus","0","16140","61830"
"fullscreenenter","0","16337","61830"
"blur","1","47819","61830"
"focus","1","125519","61830"
"blur","150","300062","61830"
"focus","154","303423","61830"
"blur","157","305423","61830"
"focus","161","308573","61830"
"blur","313","452486","61830"
"focus","313","461471","61830"
"blur","612","736217","61830"
"focus","612","750131","61830"
"blur","893","1021156","61830"
"focus","896","1025211","61830"
"blur","905","1031380","61830"
"focus","908","1034708","61830"
"blur","914","1041890","61830"
"focus","914","1045724","61830"
"blur","2478","2516173","61830"
"focus","2478","2517971","61830"
