"event","trial","time","PID"
"fullscreenenter","0","14870","44586"
"blur","4","87584","44586"
"focus","4","88765","44586"
"blur","6","113024","44586"
"focus","6","113783","44586"
"blur","319","358391","44586"
"focus","319","366257","44586"
"blur","629","628047","44586"
"focus","629","650763","44586"
"blur","1194","1125265","44586"
"focus","1194","1131424","44586"
"blur","1977","1738733","44586"
"focus","1977","1764791","44586"
"blur","1977","1765821","44586"
"focus","1977","1766780","44586"
"blur","2237","1952544","44586"
"focus","2237","1955237","44586"
"blur","2499","2195969","44586"
"focus","2499","2197192","44586"
