"event","trial","time","PID"
"blur","0","1693","72099"
"focus","0","22649","72099"
"fullscreenenter","0","22760","72099"
"fullscreenexit","1","23887","72099"
"blur","1","31544","72099"
"focus","1","32054","72099"
"blur","1","42443","72099"
"focus","1","49237","72099"
"blur","1","50589","72099"
"focus","1","60096","72099"
"blur","1","70692","72099"
"focus","1","72414","72099"
"blur","1","79488","72099"
"focus","1","81772","72099"
"blur","1","85323","72099"
"focus","1","87395","72099"
"blur","2","100022","72099"
"focus","2","103900","72099"
"blur","2","111379","72099"
"focus","2","112986","72099"
"blur","4","124000","72099"
"focus","4","125502","72099"
"blur","4","131257","72099"
"focus","4","161048","72099"
"blur","4","163705","72099"
"focus","4","175688","72099"
"blur","4","176628","72099"
"focus","4","180919","72099"
"blur","5","183587","72099"
"focus","5","197989","72099"
"blur","5","199781","72099"
"focus","5","207851","72099"
"blur","5","221275","72099"
"focus","5","240366","72099"
"blur","7","247460","72099"
"focus","7","249193","72099"
"blur","8","255219","72099"
"focus","8","258777","72099"
"blur","8","272387","72099"
"focus","8","276031","72099"
"blur","8","285630","72099"
"focus","8","303825","72099"
"blur","57","357323","72099"
"focus","57","358654","72099"
"blur","113","398029","72099"
"focus","115","399419","72099"
"blur","199","461175","72099"
"focus","199","461835","72099"
"blur","212","471189","72099"
"focus","213","472349","72099"
"blur","230","482266","72099"
"focus","231","483526","72099"
"blur","243","491858","72099"
"focus","246","493302","72099"
"blur","256","500406","72099"
"focus","260","501469","72099"
"blur","268","508793","72099"
"focus","268","509151","72099"
"blur","275","512909","72099"
"focus","275","513330","72099"
"blur","289","523609","72099"
"focus","291","524682","72099"
"blur","302","531338","72099"
"focus","303","531874","72099"
"blur","314","539727","72099"
"focus","314","540333","72099"
"blur","323","551886","72099"
"focus","323","567602","72099"
"blur","323","567604","72099"
"focus","323","577870","72099"
"blur","328","581077","72099"
"focus","329","581409","72099"
"blur","341","590274","72099"
"focus","343","592657","72099"
"blur","349","597982","72099"
"focus","350","598511","72099"
"blur","369","611312","72099"
"focus","369","611838","72099"
