"event","trial","time","PID"
"blur","0","6484","67863"
"focus","0","106350","67863"
"blur","1","133545","67863"
"focus","1","166037","67863"
"blur","321","492083","67863"
"focus","321","495614","67863"
"blur","635","736671","67863"
"focus","635","757364","67863"
"blur","635","758292","67863"
"focus","635","767984","67863"
"blur","635","773522","67863"
"focus","635","776117","67863"
"blur","635","785273","67863"
"focus","635","825868","67863"
"blur","950","1064222","67863"
"focus","950","1194481","67863"
"blur","1234","1430280","67863"
"focus","1234","1495361","67863"
"blur","1234","1517085","67863"
"focus","1234","1518394","67863"
"blur","1506","1720582","67863"
"focus","1506","1808061","67863"
"blur","1774","2003510","67863"
"focus","1774","2132402","67863"
"blur","2043","2331693","67863"
"focus","2043","2434867","67863"
"blur","2310","2622695","67863"
"focus","2310","2692734","67863"
"blur","2310","2694289","67863"
"focus","2310","2699927","67863"
"blur","2310","2700657","67863"
"focus","2310","2706276","67863"
"blur","2580","2934481","67863"
"focus","2580","2940120","67863"
