"event","trial","time","PID"
"blur","0","270","92541"
"focus","0","1905","92541"
"fullscreenenter","0","10113","92541"
"blur","1","27483","92541"
"focus","1","28819","92541"
"blur","281","374173","92541"
"focus","281","374881","92541"
"blur","921","1003373","92541"
"focus","926","1007648","92541"
"blur","928","1011211","92541"
"focus","929","1012284","92541"
"blur","1013","1094810","92541"
"focus","1016","1098066","92541"
"blur","1028","1109549","92541"
"focus","1028","1110237","92541"
"blur","1045","1127881","92541"
"focus","1047","1129223","92541"
"blur","2569","2641732","92541"
"focus","2569","2646823","92541"
