"event","trial","time","PID"
"blur","0","0","66954"
"focus","0","16580","66954"
"fullscreenenter","0","20625","66954"
"blur","1","24535","66954"
"focus","1","30686","66954"
"blur","1","63486","66954"
"focus","1","126734","66954"
"blur","1","130842","66954"
"focus","1","189156","66954"
"fullscreenexit","1","190069","66954"
"blur","1","191270","66954"
"focus","1","199841","66954"
"blur","189","361502","66954"
"focus","190","364152","66954"
"blur","219","386137","66954"
"focus","228","396081","66954"
"blur","236","402664","66954"
"focus","239","404700","66954"
"blur","265","422898","66954"
"focus","267","426405","66954"
"blur","299","451270","66954"
"focus","302","453307","66954"
"blur","305","455525","66954"
"focus","306","457641","66954"
"blur","312","462034","66954"
"focus","313","463097","66954"
"blur","314","468440","66954"
"focus","314","593124","66954"
"blur","365","633011","66954"
"focus","367","634367","66954"
"blur","371","637472","66954"
"focus","372","638397","66954"
"blur","378","642671","66954"
"focus","382","645300","66954"
"blur","618","832717","66954"
"focus","618","849443","66954"
"blur","937","1101062","66954"
"focus","937","1126342","66954"
"blur","1006","1262730","66954"
"focus","1008","1265647","66954"
"blur","1208","1435752","66954"
"focus","1208","1762769","66954"
"blur","1481","1996823","66954"
"focus","1481","2172343","66954"
"blur","1502","2189162","66954"
"focus","1502","2189398","66954"
"blur","1513","2200148","66954"
"focus","1518","2203704","66954"
"blur","1520","2205167","66954"
"focus","1524","2208927","66954"
"blur","1752","2393778","66954"
"focus","1752","3635886","66954"
"blur","1752","3637068","66954"
"focus","1752","3640707","66954"
"blur","1764","3648611","66954"
"focus","1764","3649707","66954"
"blur","1988","3844484","66954"
"focus","1991","3847795","66954"
"blur","1992","3849218","66954"
"focus","2029","3938488","66954"
"blur","2047","3953062","66954"
"focus","2049","3954690","66954"
"blur","2053","3956546","66954"
"focus","2058","3961859","66954"
"blur","2060","3963985","66954"
"focus","2064","3968083","66954"
"blur","2067","3970902","66954"
"focus","2071","3973564","66954"
"blur","2073","3974707","66954"
"focus","2077","3979054","66954"
"blur","2089","3988066","66954"
"focus","2091","3989595","66954"
"blur","2093","3991244","66954"
"focus","2095","3992773","66954"
"blur","2099","3995471","66954"
"focus","2112","4007882","66954"
"blur","2154","4042705","66954"
"focus","2157","4044259","66954"
"blur","2165","4049704","66954"
"focus","2167","4051063","66954"
"blur","2171","4054037","66954"
"focus","2178","4061498","66954"
"blur","2193","4074091","66954"
"focus","2195","4075748","66954"
"blur","2201","4079428","66954"
"focus","2203","4082983","66954"
"blur","2205","4085340","66954"
"focus","2208","4086851","66954"
"blur","2211","4090493","66954"
"focus","2217","4095992","66954"
"blur","2237","4113076","66954"
"focus","2240","4114954","66954"
"blur","2283","4147332","66954"
"focus","2285","4150613","66954"
"blur","2295","4157709","66954"
"focus","2297","4159247","66954"
"blur","2302","4169294","66954"
"focus","2302","4207868","66954"
"blur","2358","4256171","66954"
"focus","2362","4260269","66954"
"blur","2369","4267139","66954"
"focus","2372","4270045","66954"
"blur","2376","4272536","66954"
"focus","2381","4276316","66954"
"blur","2396","4290859","66954"
"focus","2400","4294257","66954"
"blur","2409","4301780","66954"
"focus","2410","4302880","66954"
"blur","2413","4304249","66954"
"focus","2415","4307386","66954"
"blur","2418","4310622","66954"
"focus","2420","4313079","66954"
"blur","2422","4315003","66954"
"focus","2425","4317973","66954"
"blur","2431","4321986","66954"
"focus","2433","4323733","66954"
"blur","2435","4325205","66954"
"focus","2440","4330770","66954"
"blur","2478","4360047","66954"
"focus","2518","4434928","66954"
"blur","2594","4571244","66954"
"focus","2594","4576028","66954"
"blur","2595","4580761","66954"
"focus","2595","4582474","66954"
