"event","trial","time","PID"
"blur","0","3031","12977"
"focus","0","7445","12977"
"fullscreenenter","0","9103","12977"
"fullscreenexit","627","722555","12977"
"blur","627","724351","12977"
"focus","627","735821","12977"
"blur","939","1037152","12977"
"focus","939","1052889","12977"
"blur","1214","1325044","12977"
"focus","1214","1385164","12977"
"blur","1214","1391328","12977"
"focus","1214","1687997","12977"
"blur","1486","1934657","12977"
"focus","1486","1939467","12977"
"blur","2315","2694576","12977"
"focus","2315","2822531","12977"
"blur","2595","3109295","12977"
"focus","2595","3119097","12977"
"blur","2595","3125575","12977"
"focus","2595","3135315","12977"
