"event","trial","time","PID"
"fullscreenenter","0","3507","37652"
"blur","3","344542","37652"
"focus","3","488955","37652"
"blur","2451","3167791","37652"
"focus","2453","3169060","37652"
"blur","2454","3169825","37652"
"focus","2464","3180614","37652"
"blur","2471","3186031","37652"
"focus","2475","3189421","37652"
"fullscreenexit","2569","3448388","37652"
"blur","2569","3450096","37652"
"focus","2569","3464576","37652"
"blur","2569","3468655","37652"
"focus","2569","3470227","37652"
