"event","trial","time","PID"
"blur","0","7445","35959"
"focus","0","12144","35959"
"blur","0","12830","35959"
"focus","0","22504","35959"
"blur","0","22591","35959"
"focus","0","41987","35959"
"blur","0","42292","35959"
"focus","0","42392","35959"
"blur","0","44782","35959"
"focus","0","48984","35959"
"blur","0","49456","35959"
"focus","0","51236","35959"
"blur","0","51609","35959"
"focus","0","52362","35959"
"fullscreenenter","0","53168","35959"
"blur","1","54474","35959"
"focus","1","54989","35959"
"blur","1","55367","35959"
"focus","1","56157","35959"
"blur","1","74388","35959"
"focus","1","118373","35959"
"blur","1","131747","35959"
"focus","1","177856","35959"
"blur","1","178411","35959"
"focus","1","179206","35959"
"blur","6","223706","35959"
"focus","6","360486","35959"
"blur","316","655150","35959"
"focus","316","783132","35959"
"blur","316","785080","35959"
"focus","316","842660","35959"
"blur","499","1010537","35959"
"focus","500","1012285","35959"
"blur","624","1131724","35959"
"focus","624","1142593","35959"
"blur","624","1143013","35959"
"focus","624","1200702","35959"
"blur","624","1201612","35959"
"focus","624","1292390","35959"
"blur","624","1292713","35959"
"focus","624","1304031","35959"
"blur","624","1307198","35959"
"focus","624","1309170","35959"
"blur","940","1606848","35959"
"focus","940","1862837","35959"
"blur","1218","2130265","35959"
"focus","1218","2130954","35959"
"blur","1490","2389515","35959"
"focus","1490","2410097","35959"
"blur","1490","2412534","35959"
"focus","1490","2412898","35959"
"blur","1767","2674358","35959"
"focus","1767","2831699","35959"
"blur","2318","3337167","35959"
"focus","2319","3339332","35959"
