"event","trial","time","PID"
"fullscreenenter","0","9690","64928"
"fullscreenexit","832","757241","64928"
"blur","832","759352","64928"
"focus","832","1025852","64928"
"blur","1071","1201271","64928"
"focus","1071","1264224","64928"
"blur","1324","1463037","64928"
"focus","1324","1467101","64928"
"blur","2280","2210185","64928"
"focus","2280","2212773","64928"
"blur","2280","2229515","64928"
"focus","2280","2237625","64928"
"blur","2280","2238413","64928"
"focus","2280","2326334","64928"
"blur","2280","2327709","64928"
"focus","2280","2336461","64928"
"blur","2280","2337092","64928"
"focus","2280","2404895","64928"
