"event","trial","time","PID"
"focus","0","0","89854"
"focus","0","0","89854"
"fullscreenenter","0","1291","89854"
"fullscreenexit","270","349094","89854"
"blur","270","353280","89854"
"focus","270","357165","89854"
"blur","270","358352","89854"
"focus","270","438745","89854"
"blur","844","970943","89854"
"focus","846","972808","89854"
"blur","1341","1406177","89854"
"focus","1341","1453964","89854"
"blur","1341","1462127","89854"
"focus","1341","1465417","89854"
"blur","1341","1465419","89854"
"focus","1341","1473713","89854"
"blur","1341","1474823","89854"
"focus","1341","1481252","89854"
"blur","1621","1737531","89854"
"focus","1621","1738465","89854"
"blur","1676","1780515","89854"
"focus","1679","1783661","89854"
"blur","2151","2200770","89854"
"focus","2153","2201702","89854"
"blur","2157","2204365","89854"
"focus","2161","2209449","89854"
"blur","2163","2212297","89854"
"focus","2164","2214350","89854"
"blur","2167","2215902","89854"
"focus","2170","2221454","89854"
"blur","2176","2228430","89854"
"focus","2176","2230223","89854"
"blur","2179","2231654","89854"
"focus","2179","2232574","89854"
"blur","2182","2234577","89854"
"focus","2185","2237333","89854"
"blur","2196","2249114","89854"
"focus","2198","2250961","89854"
"blur","2439","2456156","89854"
"focus","2439","2471549","89854"
"blur","2447","2544041","89854"
"focus","2447","2557903","89854"
"blur","2448","2564513","89854"
