"event","trial","time","PID"
"fullscreenenter","0","6324","40068"
"fullscreenexit","1","7395","40068"
"blur","1","9316","40068"
"focus","1","56003","40068"
"blur","1","72313","40068"
"focus","1","86160","40068"
"blur","1","96390","40068"
"focus","1","368402","40068"
"blur","1","385855","40068"
"focus","1","389124","40068"
"blur","128","577787","40068"
"focus","128","579055","40068"
"blur","256","686854","40068"
"focus","258","688998","40068"
"blur","326","760658","40068"
"focus","326","768207","40068"
"blur","326","788442","40068"
"focus","326","863031","40068"
"blur","642","1116545","40068"
"focus","642","1118284","40068"
"blur","642","1119409","40068"
"focus","642","1235951","40068"
"blur","952","1474657","40068"
"focus","952","1483061","40068"
"blur","952","1484009","40068"
"focus","952","1616174","40068"
"blur","952","1617865","40068"
"focus","952","1690275","40068"
"blur","952","1692392","40068"
"focus","952","1693512","40068"
"blur","952","1698915","40068"
"focus","952","1741534","40068"
"blur","952","1743938","40068"
"focus","952","1804040","40068"
"blur","952","1809706","40068"
"focus","952","1822107","40068"
"blur","1237","2064913","40068"
"focus","1237","2417690","40068"
"blur","1504","2670206","40068"
"focus","1504","2678075","40068"
"blur","1504","2681237","40068"
"focus","1504","3023330","40068"
"blur","1774","3243430","40068"
"focus","1774","3255722","40068"
"blur","1774","3258806","40068"
"focus","1774","3372858","40068"
"blur","1774","3380093","40068"
"focus","1774","3390044","40068"
"blur","2042","3591767","40068"
"focus","2042","3607182","40068"
"blur","2042","3608414","40068"
"focus","2042","3616002","40068"
"blur","2042","3619071","40068"
"focus","2042","4157383","40068"
"blur","2042","4160679","40068"
"focus","2042","4317488","40068"
"blur","2183","4446509","40068"
"focus","2185","4449876","40068"
"blur","2314","4761944","40068"
"focus","2314","4821191","40068"
"blur","2314","4822220","40068"
"focus","2314","5029240","40068"
"blur","2325","5040228","40068"
"focus","2327","5044280","40068"
"blur","2341","5055604","40068"
"focus","2345","5058320","40068"
"blur","2365","5074223","40068"
"focus","2366","5075758","40068"
"blur","2367","5078240","40068"
"focus","2369","5080819","40068"
"blur","2372","5082648","40068"
"focus","2373","5084952","40068"
"blur","2374","5086600","40068"
"focus","2375","5089077","40068"
"blur","2379","5091825","40068"
"focus","2381","5096443","40068"
"blur","2388","5102275","40068"
"focus","2390","5104974","40068"
"blur","2393","5106892","40068"
"focus","2395","5110463","40068"
"blur","2400","5113676","40068"
"focus","2403","5116901","40068"
"blur","2412","5123217","40068"
"focus","2414","5125927","40068"
"blur","2418","5128040","40068"
"focus","2420","5130635","40068"
"blur","2424","5133143","40068"
"focus","2426","5134910","40068"
"blur","2430","5137906","40068"
"focus","2430","5138902","40068"
"blur","2437","5143681","40068"
"focus","2438","5146696","40068"
"blur","2443","5149952","40068"
"focus","2447","5157078","40068"
"blur","2458","5164673","40068"
"focus","2460","5168024","40068"
"blur","2481","5183261","40068"
"focus","2483","5185185","40068"
"blur","2492","5193159","40068"
"focus","2494","5195343","40068"
"blur","2516","5211506","40068"
"focus","2520","5218979","40068"
"blur","2523","5220855","40068"
"focus","2526","5227077","40068"
"blur","2543","5240605","40068"
"focus","2553","5258425","40068"
"blur","2557","5261953","40068"
"focus","2576","5294132","40068"
"blur","2584","5302376","40068"
"focus","2586","5307844","40068"
"blur","2586","5313992","40068"
"focus","2586","5361968","40068"
"blur","2587","5376412","40068"
"focus","2587","5440208","40068"
"blur","2596","5520275","40068"
"focus","2596","5522793","40068"
"blur","2596","5529547","40068"
"focus","2596","5530841","40068"
