"event","trial","time","PID"
"fullscreenenter","0","4617","60575"
"blur","276","390300","60575"
"focus","555","866677","60575"
"blur","933","1346776","60575"
"focus","940","1356450","60575"
"blur","1881","2933612","60575"
"focus","2016","3526680","60575"
"blur","2237","3796791","60575"
"focus","2287","3883030","60575"
"blur","2288","3885970","60575"
"focus","2311","4323926","60575"
"fullscreenexit","2313","4327747","60575"
"blur","2315","4329084","60575"
"focus","2320","4340854","60575"
"blur","2322","4341626","60575"
"focus","2457","4694259","60575"
"blur","2462","4699287","60575"
"focus","2492","4759466","60575"
"blur","2493","4761151","60575"
"focus","2495","4764798","60575"
"blur","2497","4766927","60575"
"focus","2606","4986251","60575"
"blur","2614","5077941","60575"
"focus","2614","5082392","60575"
"blur","2614","5083534","60575"
"focus","2614","5087578","60575"
