"event","trial","time","PID"
"fullscreenenter","0","6295","30433"
"fullscreenexit","1","35484","30433"
"blur","1","36292","30433"
"focus","1","362956","30433"
"blur","1","370632","30433"
"focus","1","370929","30433"
"blur","1","371590","30433"
"focus","1","373613","30433"
"blur","4","411636","30433"
"focus","4","417770","30433"
"blur","602","916579","30433"
"focus","602","938861","30433"
"blur","1148","1369580","30433"
"focus","1148","1394547","30433"
"blur","1648","1784128","30433"
"focus","1648","1785865","30433"
"blur","1648","1786954","30433"
"focus","1648","1810769","30433"
"blur","1648","1812771","30433"
"focus","1648","1826386","30433"
"blur","1648","1828178","30433"
"focus","1648","1880869","30433"
"blur","1895","2085530","30433"
"focus","1895","2113517","30433"
"blur","2140","2308459","30433"
"focus","2140","2348902","30433"
"blur","2140","2352600","30433"
"focus","2140","2353575","30433"
"blur","2390","2612700","30433"
"focus","2390","2723947","30433"
