"event","trial","time","PID"
"focus","0","0","38456"
"blur","0","0","38456"
"focus","0","0","38456"
"blur","0","0","38456"
"focus","0","372","38456"
"fullscreenexit","0","12133","38456"
"blur","1","50694","38456"
"focus","1","52794","38456"
"blur","1724","1682035","38456"
"focus","1729","1687727","38456"
"blur","1763","1718479","38456"
"fullscreenexit","1763","1770846","38456"
"focus","1763","1772988","38456"
"blur","1767","1778862","38456"
"focus","1768","1779591","38456"
"blur","1769","1780770","38456"
"focus","1769","1780963","38456"
"blur","1811","1820021","38456"
"focus","1812","1820496","38456"
"blur","1815","1822872","38456"
"focus","1817","1824813","38456"
"blur","1840","1845964","38456"
"focus","1841","1846784","38456"
"blur","1847","1851520","38456"
"focus","1851","1855961","38456"
"blur","1853","1857215","38456"
"focus","1855","1859742","38456"
"blur","1874","1876806","38456"
"focus","1875","1877433","38456"
