"event","trial","time","PID"
"fullscreenenter","0","1798","39274"
"blur","1","72914","39274"
"focus","1","76520","39274"
"blur","1","275031","39274"
"focus","1","307354","39274"
"blur","329","633073","39274"
"focus","333","636771","39274"
"blur","395","691305","39274"
"focus","399","697098","39274"
"blur","626","1108592","39274"
"focus","626","1288462","39274"
"blur","1113","1749765","39274"
"focus","1120","1758198","39274"
"blur","1168","1804993","39274"
"focus","1174","1811179","39274"
