"event","trial","time","PID"
"fullscreenenter","0","12516","80472"
"fullscreenexit","94","255902","80472"
"blur","100","260524","80472"
"focus","159","351456","80472"
"blur","162","354302","80472"
"focus","168","363868","80472"
"blur","551","693713","80472"
"focus","558","703225","80472"
"blur","988","1071240","80472"
"focus","1012","1106809","80472"
"blur","1236","1306345","80472"
"focus","1318","1426418","80472"
"blur","1443","1533265","80472"
"focus","1461","1561417","80472"
"blur","1524","1613165","80472"
"focus","1544","1644493","80472"
"blur","1792","1863031","80472"
"focus","1809","1886949","80472"
"blur","1852","1926715","80472"
"focus","1880","1972332","80472"
"blur","2147","2187474","80472"
"focus","2149","2190397","80472"
"blur","2245","2268233","80472"
"focus","2273","2310017","80472"
"blur","2320","2349083","80472"
"focus","2323","2353716","80472"
"blur","2485","2751449","80472"
"focus","2485","2759736","80472"
