"event","trial","time","PID"
"fullscreenenter","0","2756","38760"
"fullscreenexit","1","11577","38760"
"blur","319","644234","38760"
"focus","319","1021220","38760"
"blur","631","1271936","38760"
"focus","631","1291950","38760"
"blur","631","1293020","38760"
"focus","631","1302347","38760"
"blur","2191","2670327","38760"
"focus","2192","2671752","38760"
"blur","2491","3007519","38760"
"focus","2491","3011135","38760"
"blur","2491","3038127","38760"
"focus","2491","3079051","38760"
"blur","2494","3124327","38760"
"focus","2494","3135451","38760"
