"event","trial","time","PID"
"blur","0","17427","51681"
"focus","0","44516","51681"
"fullscreenenter","0","44641","51681"
"blur","4","105379","51681"
"focus","4","106347","51681"
"blur","316","430654","51681"
"focus","316","431212","51681"
"blur","621","736185","51681"
"focus","621","740193","51681"
"blur","621","763544","51681"
"focus","621","1237412","51681"
"blur","1192","1754014","51681"
"focus","1192","1884234","51681"
"blur","1714","2324324","51681"
"focus","1714","2409777","51681"
"blur","1969","2635716","51681"
"focus","1969","2986643","51681"
"blur","2494","3489630","51681"
"focus","2494","3495042","51681"
"blur","2494","3495646","51681"
"focus","2494","3497178","51681"
