"event","trial","time","PID"
"blur","0","838","87773"
"focus","0","1419","87773"
"fullscreenenter","0","7095","87773"
"fullscreenexit","280","282611","87773"
"blur","280","283428","87773"
"focus","280","300067","87773"
"blur","280","301341","87773"
"focus","280","486736","87773"
"blur","280","487712","87773"
"focus","280","814395","87773"
"blur","280","815191","87773"
"focus","280","961472","87773"
"blur","280","961786","87773"
"focus","280","965731","87773"
"blur","574","1310675","87773"
"focus","574","1460853","87773"
