"event","trial","time","PID"
"blur","0","0","47309"
"focus","0","0","47309"
"blur","0","0","47309"
"focus","0","9450","47309"
"fullscreenenter","0","9672","47309"
"blur","1","46339","47309"
"focus","1","78423","47309"
"blur","1","93067","47309"
"focus","1","121747","47309"
"blur","1","127330","47309"
"focus","1","133748","47309"
"blur","2","137021","47309"
"focus","2","137792","47309"
"blur","2","154629","47309"
"focus","2","155052","47309"
"blur","2","159452","47309"
"focus","2","161094","47309"
"blur","3","164239","47309"
"focus","3","175061","47309"
"blur","6","201751","47309"
"focus","6","201801","47309"
"blur","6","203520","47309"
"focus","6","205026","47309"
"blur","9","208444","47309"
"focus","10","209732","47309"
"blur","21","221727","47309"
"focus","23","223055","47309"
"blur","23","224632","47309"
"focus","24","225696","47309"
"blur","327","541329","47309"
"focus","328","541817","47309"
"blur","329","543672","47309"
"focus","330","544907","47309"
"blur","2305","2402183","47309"
"focus","2305","2402405","47309"
"blur","2576","2661909","47309"
"focus","2576","2662458","47309"
"blur","2576","2665118","47309"
"focus","2576","2668783","47309"
"blur","2578","2716024","47309"
"focus","2578","2716491","47309"
"blur","2578","2719077","47309"
"focus","2578","2720269","47309"
"blur","2580","2755737","47309"
"focus","2580","2761816","47309"
"blur","2580","2768504","47309"
"focus","2580","2771753","47309"
"blur","2580","2773546","47309"
"focus","2580","2775705","47309"
