"event","trial","time","PID"
"blur","0","0","73869"
"focus","0","0","73869"
"blur","0","0","73869"
"focus","0","0","73869"
"blur","0","0","73869"
"focus","0","0","73869"
"blur","0","0","73869"
"focus","0","0","73869"
"blur","0","0","73869"
"focus","0","0","73869"
"blur","0","0","73869"
"focus","0","0","73869"
"blur","0","5662","73869"
"focus","0","9542","73869"
"fullscreenenter","0","15612","73869"
"fullscreenexit","825","695638","73869"
"blur","825","697610","73869"
"focus","825","702357","73869"
"blur","825","705116","73869"
"focus","825","756389","73869"
"blur","825","758298","73869"
"focus","825","1091415","73869"
"blur","825","2533423","73869"
"focus","825","2600031","73869"
"blur","825","2602445","73869"
"focus","825","2616458","73869"
"blur","1310","2940611","73869"
"focus","1310","2962768","73869"
"blur","1545","3108785","73869"
"focus","1545","3662632","73869"
"blur","2035","3982547","73869"
"focus","2035","3990407","73869"
"blur","2288","4225564","73869"
"focus","2288","4236824","73869"
