"event","trial","time","PID"
"fullscreenenter","0","12138","59427"
"blur","25","61804","59427"
"focus","26","70738","59427"
"fullscreenexit","45","85763","59427"
"blur","50","89837","59427"
"focus","73","151705","59427"
"blur","495","455392","59427"
"focus","496","463406","59427"
"blur","725","635243","59427"
"focus","726","644764","59427"
"blur","1536","1227917","59427"
"focus","1538","1238127","59427"
"blur","1753","1435400","59427"
"focus","1762","1465684","59427"
"blur","2243","1810274","59427"
"focus","2245","1812815","59427"
"blur","2264","1861465","59427"
"focus","2264","1869341","59427"
"blur","2264","1892472","59427"
"focus","2264","1903026","59427"
"blur","2264","1904506","59427"
"focus","2264","1909667","59427"
"blur","2271","1946838","59427"
"focus","2271","2037588","59427"
"blur","2272","2047180","59427"
