"event","trial","time","PID"
"focus","0","0","54645"
"blur","0","0","54645"
"focus","0","3614","54645"
"fullscreenexit","0","16947","54645"
"fullscreenexit","33","128385","54645"
"blur","44","134149","54645"
"focus","50","140519","54645"
"blur","51","142566","54645"
"focus","51","143333","54645"
"blur","172","218317","54645"
"focus","174","221070","54645"
"blur","272","277207","54645"
"focus","273","279446","54645"
"blur","293","297830","54645"
"focus","293","387366","54645"
"blur","293","389485","54645"
"focus","293","720752","54645"
"blur","293","722518","54645"
"focus","293","1035033","54645"
"blur","884","1478399","54645"
"focus","884","1662393","54645"
"blur","908","1679006","54645"
"focus","911","1682603","54645"
"blur","1592","2113288","54645"
"focus","1596","2118882","54645"
"blur","1601","2121545","54645"
"focus","1604","2123968","54645"
"blur","1672","2169720","54645"
"focus","1672","2374561","54645"
"blur","1889","2515544","54645"
"focus","1893","2521275","54645"
"blur","1908","2532241","54645"
"focus","1910","2534258","54645"
"blur","1922","2544072","54645"
"focus","1922","2721951","54645"
"blur","1922","2724322","54645"
"focus","1922","2816089","54645"
"blur","2313","3193842","54645"
"focus","2313","3195027","54645"
"blur","2329","3203673","54645"
"focus","2334","3208482","54645"
"blur","2432","3276170","54645"
"focus","2432","3343755","54645"
"blur","2440","3425422","54645"
"focus","2440","3442093","54645"
"blur","2440","3447132","54645"
"focus","2440","3455268","54645"
