"event","trial","time","PID"
"blur","0","0","42498"
"focus","0","0","42498"
"blur","0","0","42498"
"focus","0","0","42498"
"blur","0","1503","42498"
"focus","0","7952","42498"
"fullscreenenter","0","8186","42498"
"blur","320","391309","42498"
"focus","320","393823","42498"
"blur","618","656075","42498"
"focus","618","658723","42498"
"blur","800","835727","42498"
"focus","800","835954","42498"
"blur","930","1015257","42498"
"focus","930","1030945","42498"
"blur","1006","1100589","42498"
"focus","1006","1101237","42498"
"blur","1008","1102884","42498"
"focus","1012","1106222","42498"
"blur","1012","1107319","42498"
"focus","1013","1107972","42498"
"blur","1021","1116136","42498"
"focus","1023","1116631","42498"
"blur","1230","1333328","42498"
"focus","1232","1333921","42498"
"blur","1710","1778566","42498"
"focus","1710","1781396","42498"
"blur","1710","1782701","42498"
"focus","1710","1789229","42498"
"blur","1710","1790590","42498"
"focus","1710","1851894","42498"
"blur","2510","2778298","42498"
"focus","2510","2778951","42498"
"blur","2510","2779822","42498"
"focus","2510","2780043","42498"
"blur","2510","2784058","42498"
"focus","2510","2790135","42498"
"fullscreenexit","2511","2794307","42498"
"blur","2511","2795987","42498"
