"event","trial","time","PID"
"blur","0","0","75693"
"focus","0","0","75693"
"blur","0","0","75693"
"focus","0","12994","75693"
"fullscreenenter","0","13090","75693"
"fullscreenexit","235","369193","75693"
"blur","236","370537","75693"
"focus","240","377028","75693"
"blur","241","378528","75693"
"focus","241","379821","75693"
"blur","2055","1720303","75693"
"focus","2060","1727994","75693"
"blur","2060","1728716","75693"
"focus","2061","1729984","75693"
"blur","2326","1918723","75693"
"focus","2356","1971068","75693"
"blur","2496","2127281","75693"
"focus","2496","2142678","75693"
