"event","trial","time","PID"
"fullscreenenter","0","10952","82053"
"fullscreenexit","281","439205","82053"
"blur","285","443025","82053"
"focus","287","447380","82053"
"blur","293","452297","82053"
"focus","294","456872","82053"
"blur","319","492426","82053"
"focus","319","495773","82053"
"blur","630","804538","82053"
"focus","630","833775","82053"
"blur","944","1154612","82053"
"focus","944","1178561","82053"
"blur","944","1428574","82053"
"focus","944","1439868","82053"
"blur","944","1523775","82053"
"focus","944","1545568","82053"
"blur","2609","3416857","82053"
"focus","2609","3420830","82053"
