"event","trial","time","PID"
"fullscreenenter","0","3780","48840"
"fullscreenexit","1067","713627","48840"
"blur","1071","715384","48840"
"focus","1072","716636","48840"
"blur","1441","954280","48840"
"focus","1446","961928","48840"
"blur","1469","976259","48840"
"focus","1483","1000435","48840"
"blur","2064","1379182","48840"
"focus","2070","1385438","48840"
"blur","2070","1387683","48840"
"focus","2071","1389589","48840"
"blur","2291","1531160","48840"
"focus","2294","1533769","48840"
"blur","2306","1577751","48840"
"focus","2306","1579686","48840"
"blur","2307","1582025","48840"
