"event","trial","time","PID"
"fullscreenenter","0","2052","86820"
"blur","316","380316","86820"
"focus","316","383422","86820"
"blur","316","384243","86820"
"focus","316","437771","86820"
"blur","316","439387","86820"
"focus","316","444883","86820"
"blur","631","829674","86820"
"focus","631","881431","86820"
"blur","938","1160714","86820"
"focus","938","1236440","86820"
"blur","1205","1682784","86820"
"focus","1205","1709114","86820"
"blur","1484","1974335","86820"
"focus","1484","1980023","86820"
"blur","1752","2382273","86820"
"focus","1752","2438239","86820"
