"event","trial","time","PID"
"fullscreenenter","0","1741","25759"
"fullscreenexit","345","353545","25759"
"blur","594","568713","25759"
"focus","594","691531","25759"
"blur","594","691898","25759"
"focus","594","693833","25759"
"blur","594","694895","25759"
"focus","594","727428","25759"
"blur","886","978974","25759"
"focus","886","1003720","25759"
"blur","1389","1422004","25759"
"focus","1389","1440239","25759"
"blur","1389","1440707","25759"
"focus","1389","1441705","25759"
"blur","1389","1442568","25759"
"focus","1389","1443065","25759"
"blur","1895","1851651","25759"
"focus","1895","1860066","25759"
"blur","2150","2070595","25759"
"focus","2150","2100494","25759"
"blur","2150","2100838","25759"
"focus","2150","2104506","25759"
"blur","2150","2105147","25759"
"focus","2150","2107809","25759"
"blur","2414","2416054","25759"
"focus","2414","2422157","25759"
"blur","2414","2422330","25759"
"focus","2414","2425174","25759"
"blur","2414","2426238","25759"
"focus","2414","2429261","25759"
"blur","2414","2429263","25759"
"focus","2414","2437706","25759"
"blur","2414","2441514","25759"
"focus","2414","2446400","25759"
"blur","2414","2446941","25759"
"focus","2414","2456156","25759"
"blur","2414","2458135","25759"
"focus","2414","2467645","25759"
"blur","2414","2471372","25759"
"focus","2414","2492900","25759"
"blur","2415","2502156","25759"
