"event","trial","time","PID"
"focus","0","0","84198"
"blur","0","546","84198"
"focus","0","5618","84198"
"fullscreenexit","0","11363","84198"
"blur","628","609464","84198"
"focus","628","630585","84198"
"blur","1204","1153586","84198"
"focus","1204","1165404","84198"
"blur","1478","1414488","84198"
"focus","1478","1462938","84198"
"blur","1673","1643973","84198"
"focus","1673","1644012","84198"
"blur","1965","1943411","84198"
"focus","1965","1943445","84198"
"blur","2032","2022318","84198"
"focus","2032","2050058","84198"
"blur","2150","2160197","84198"
"focus","2150","2160234","84198"
"blur","2157","2168397","84198"
"focus","2157","2168429","84198"
"blur","2169","2179086","84198"
"focus","2169","2179112","84198"
"blur","2414","2413502","84198"
"focus","2414","2413535","84198"
"blur","2414","2413955","84198"
"focus","2414","2413985","84198"
"blur","2417","2415703","84198"
"focus","2417","2415717","84198"
"blur","2448","2444032","84198"
"focus","2448","2444069","84198"
"blur","2463","2456776","84198"
"focus","2475","2471080","84198"
"blur","2481","2476609","84198"
"focus","2511","2510966","84198"
"blur","2582","2598135","84198"
"focus","2582","2640591","84198"
