"event","trial","time","PID"
"blur","0","10048","11946"
"focus","0","16009","11946"
"blur","0","17350","11946"
"focus","0","4299888","11946"
"blur","0","4302524","11946"
"focus","0","4309989","11946"
"fullscreenenter","0","4310751","11946"
"blur","1","4312209","11946"
"focus","1","4312836","11946"
"blur","1","4346778","11946"
"focus","1","4351713","11946"
"blur","532","5287906","11946"
"focus","532","5290554","11946"
"blur","795","5811193","11946"
"focus","795","5830605","11946"
"blur","1350","6603624","11946"
"focus","1350","6604175","11946"
"blur","1350","7332332","11946"
"focus","1350","7332709","11946"
"blur","1545","7574425","11946"
"focus","1545","7574856","11946"
"blur","1623","7646185","11946"
"focus","1623","7665913","11946"
"blur","2153","8193545","11946"
"focus","2153","8207836","11946"
