"event","trial","time","PID"
"fullscreenenter","0","10499","17750"
"blur","159","162156","17750"
"focus","164","168023","17750"
"blur","211","209446","17750"
"focus","212","212260","17750"
"blur","447","532438","17750"
"focus","448","534915","17750"
"fullscreenexit","1083","1008166","17750"
"blur","1083","1009620","17750"
"focus","1083","1016224","17750"
"blur","1371","1216979","17750"
"focus","1375","1222793","17750"
"blur","1682","1445601","17750"
"focus","1696","1469943","17750"
"blur","1702","1475500","17750"
"focus","1740","1538558","17750"
"blur","1962","1696031","17750"
"focus","1964","1699898","17750"
"blur","2095","1805299","17750"
"focus","2117","1847330","17750"
"blur","2125","1853165","17750"
"focus","2129","1858742","17750"
"blur","2292","1976221","17750"
"focus","2292","1979542","17750"
"blur","2292","1985188","17750"
"focus","2292","1985336","17750"
"blur","2293","1989531","17750"
"focus","2293","1994921","17750"
"blur","2299","2052170","17750"
"focus","2299","2060662","17750"
"blur","2300","2063905","17750"
