"event","trial","time","PID"
"fullscreenenter","0","6844","47469"
"fullscreenexit","315","271623","47469"
"blur","315","272711","47469"
"focus","315","274934","47469"
"blur","315","548664","47469"
"focus","315","701924","47469"
"blur","621","977879","47469"
"focus","621","1226140","47469"
"blur","820","1387531","47469"
"focus","823","1389302","47469"
"blur","913","1463443","47469"
"focus","913","1585555","47469"
"blur","913","1585557","47469"
"focus","913","1951164","47469"
"blur","1163","2143252","47469"
"focus","1163","2581725","47469"
"blur","1163","2581726","47469"
"focus","1163","2587982","47469"
"blur","1163","2591867","47469"
"focus","1163","3838510","47469"
"blur","1163","3841570","47469"
"focus","1163","5466766","47469"
"blur","1242","5525973","47469"
"focus","1244","5529720","47469"
"blur","1250","5534136","47469"
"focus","1251","5534856","47469"
"blur","1255","5537529","47469"
"focus","1255","5538105","47469"
"blur","1411","5652024","47469"
"focus","1411","5667929","47469"
"blur","1411","5667929","47469"
"focus","1411","5671216","47469"
"blur","1432","5688494","47469"
"focus","1435","5691212","47469"
"blur","1437","5692420","47469"
"focus","1442","5696680","47469"
"blur","1511","5748538","47469"
"focus","1513","5750191","47469"
"blur","1653","5925796","47469"
"focus","1653","6130945","47469"
"blur","1653","6136408","47469"
"focus","1653","6140461","47469"
"blur","2376","6703440","47469"
"focus","2376","6734667","47469"
"blur","2384","6926895","47469"
"focus","2384","14829077","47469"
