"event","trial","time","PID"
"blur","0","887","96828"
"focus","0","1554","96828"
"blur","0","2430","96828"
"focus","0","3674","96828"
"fullscreenenter","0","13228","96828"
"fullscreenexit","2322","2370714","96828"
"blur","2322","2372001","96828"
"focus","2322","2378237","96828"
"blur","2322","2382567","96828"
"focus","2322","2385559","96828"
"blur","2322","2386859","96828"
"focus","2322","2387422","96828"
"blur","2322","2388155","96828"
"focus","2322","2395621","96828"
"blur","2322","2397933","96828"
"focus","2322","2405849","96828"
