"event","trial","time","PID"
"fullscreenenter","0","5388","75500"
"blur","1","9953","75500"
"focus","1","9956","75500"
"blur","151","181971","75500"
"focus","153","182738","75500"
"blur","906","785611","75500"
"focus","906","787369","75500"
"blur","1157","979648","75500"
"focus","1157","1018156","75500"
"blur","1411","1216567","75500"
"focus","1411","1247869","75500"
"blur","1411","1249762","75500"
"focus","1411","1251339","75500"
"blur","2397","1973845","75500"
"focus","2397","1974767","75500"
