"event","trial","time","PID"
"blur","0","0","44440"
"focus","0","0","44440"
"fullscreenenter","0","36102","44440"
"blur","38","338530","44440"
"focus","62","389244","44440"
"fullscreenexit","241","533384","44440"
"blur","253","545839","44440"
"focus","261","560245","44440"
"blur","296","591411","44440"
"focus","300","601233","44440"
"blur","310","609835","44440"
"focus","312","614259","44440"
"blur","616","889518","44440"
"focus","616","914643","44440"
"blur","616","918561","44440"
"focus","616","940178","44440"
"blur","661","977840","44440"
"focus","664","983448","44440"
"blur","800","1098057","44440"
"focus","802","1101264","44440"
"blur","931","1216937","44440"
"focus","931","1236734","44440"
"blur","931","1238130","44440"
"focus","931","1286533","44440"
"blur","1037","1379819","44440"
"focus","1044","1394032","44440"
"blur","1196","1515111","44440"
"focus","1196","1613036","44440"
"blur","1196","1625934","44440"
"focus","1196","1754332","44440"
"blur","1196","1757521","44440"
"focus","1196","2133760","44440"
"blur","1196","2137159","44440"
"focus","1196","2211171","44440"
"blur","1470","2456543","44440"
"focus","1470","2481068","44440"
"blur","1470","2497335","44440"
"focus","1470","2557955","44440"
"blur","1470","2595508","44440"
"focus","1470","2811743","44440"
"blur","1743","3070641","44440"
"focus","1743","3152286","44440"
"blur","1743","3157038","44440"
"focus","1743","3176141","44440"
"blur","1823","3246888","44440"
"focus","1828","3256139","44440"
"blur","1914","3328015","44440"
"focus","1916","3330979","44440"
"blur","2017","3417240","44440"
"focus","2017","3636500","44440"
"blur","2058","3671052","44440"
"focus","2062","3677252","44440"
"blur","2287","3867007","44440"
"focus","2287","3886881","44440"
"blur","2287","3892051","44440"
"focus","2287","3896675","44440"
"blur","2572","4244322","44440"
"focus","2572","4261477","44440"
