"event","trial","time","PID"
"fullscreenenter","0","2792","22969"
"blur","1","12773","22969"
"focus","1","17105","22969"
"blur","1","32613","22969"
"focus","1","33905","22969"
"blur","1","34669","22969"
"focus","1","37808","22969"
"blur","726","834685","22969"
"focus","733","843055","22969"
"blur","1246","1239325","22969"
"focus","1251","1243977","22969"
"blur","1311","1290957","22969"
"focus","1314","1293984","22969"
"blur","1496","1444093","22969"
"focus","1498","1447065","22969"
"blur","1503","1450941","22969"
"focus","1505","1454122","22969"
"blur","1516","1461661","22969"
"focus","1519","1463137","22969"
