"event","trial","time","PID"
"fullscreenenter","0","10714","79840"
"blur","4","48601","79840"
"focus","4","50844","79840"
"blur","4","50946","79840"
"focus","4","53932","79840"
"blur","4","54709","79840"
"focus","4","57492","79840"
"blur","4","65202","79840"
"focus","4","66200","79840"
"blur","4","76703","79840"
"focus","4","82284","79840"
"blur","316","355029","79840"
"focus","316","399709","79840"
"blur","610","614469","79840"
"focus","610","636644","79840"
"blur","1166","1046420","79840"
"focus","1166","1201229","79840"
"blur","1932","1740168","79840"
"focus","1932","1755284","79840"
