"event","trial","time","PID"
"fullscreenenter","0","3744","91421"
"fullscreenexit","1","4793","91421"
"blur","250","223628","91421"
"focus","250","224344","91421"
"blur","912","750083","91421"
"focus","912","762055","91421"
"blur","912","762780","91421"
"focus","912","764350","91421"
"blur","1432","1146496","91421"
"focus","1432","1172440","91421"
"blur","2447","1866663","91421"
"focus","2447","1867979","91421"
"blur","2447","1868589","91421"
"focus","2447","1968248","91421"
"blur","2456","2023170","91421"
"focus","2456","2031982","91421"
"blur","2457","2036378","91421"
"focus","2457","2039774","91421"
