"event","trial","time","PID"
"fullscreenenter","0","1482","33390"
"fullscreenexit","1","6543","33390"
"blur","5","114330","33390"
"focus","5","189105","33390"
"blur","266","466496","33390"
"focus","266","723212","33390"
"blur","1067","1461829","33390"
"focus","1067","2989742","33390"
"blur","1491","3387821","33390"
"focus","1491","3388679","33390"
"blur","1493","3392041","33390"
"focus","1496","3395170","33390"
"blur","1496","3396526","33390"
"focus","1498","3400700","33390"
"blur","1500","3403184","33390"
"focus","1628","4041193","33390"
"blur","1897","4304579","33390"
"focus","1902","4316129","33390"
"blur","1903","5255576","33390"
"focus","1903","5265021","33390"
"blur","1930","5342293","33390"
"focus","1932","5346194","33390"
"blur","1934","5347975","33390"
"focus","1947","5374344","33390"
"blur","2037","5463574","33390"
"focus","2042","5474219","33390"
"blur","2123","5559020","33390"
"focus","2126","5564216","33390"
"blur","2470","6039241","33390"
"focus","2470","6056765","33390"
