"event","trial","time","PID"
"fullscreenenter","0","13807","64533"
"blur","960","737424","64533"
"focus","960","778625","64533"
"blur","1756","1288641","64533"
"focus","1756","1393188","64533"
"blur","1809","1428932","64533"
"focus","1813","1431085","64533"
"blur","1828","1441359","64533"
"focus","1831","1442965","64533"
"blur","1854","1458458","64533"
"focus","1856","1461164","64533"
"blur","1925","1503218","64533"
"focus","1926","1505667","64533"
"blur","2277","1728342","64533"
"focus","2277","2073333","64533"
