"event","trial","time","PID"
"fullscreenenter","0","14143","46005"
"blur","933","883610","46005"
"focus","933","883703","46005"
"blur","933","883750","46005"
"focus","933","883756","46005"
"blur","933","883806","46005"
"focus","933","883957","46005"
"blur","933","883982","46005"
"focus","933","884000","46005"
"blur","1962","1801315","46005"
"focus","1962","1801919","46005"
"blur","1962","1802033","46005"
"fullscreenexit","1963","1802053","46005"
"focus","1964","1804572","46005"
"blur","1975","1816303","46005"
"focus","1977","1817511","46005"
"blur","2000","1838303","46005"
"focus","2000","1838320","46005"
"blur","2000","1838343","46005"
"focus","2000","1839345","46005"
"blur","2001","1840476","46005"
"focus","2003","1842315","46005"
