"event","trial","time","PID"
"blur","0","7734","53186"
"focus","0","13266","53186"
"fullscreenenter","0","14167","53186"
"fullscreenexit","2","40930","53186"
"blur","2","41865","53186"
"focus","2","342118","53186"
"blur","3","359007","53186"
"focus","3","469490","53186"
"blur","3","471525","53186"
"focus","3","641072","53186"
"blur","91","718617","53186"
"focus","117","770459","53186"
"blur","136","787795","53186"
"focus","139","792884","53186"
"blur","250","893559","53186"
"focus","267","924860","53186"
"blur","297","952305","53186"
"focus","308","1074177","53186"
"blur","308","1077680","53186"
"focus","308","1570519","53186"
"blur","427","1673501","53186"
"focus","567","1954773","53186"
"blur","574","1959919","53186"
"focus","625","2274036","53186"
"blur","904","2528204","53186"
"focus","904","2533440","53186"
"blur","904","2538370","53186"
"focus","904","2595156","53186"
"blur","904","2596041","53186"
"focus","904","2596734","53186"
"blur","917","2609216","53186"
"focus","918","2609962","53186"
"blur","1215","2877942","53186"
"focus","1359","3165211","53186"
"blur","1420","3221020","53186"
"focus","1420","3240794","53186"
"blur","2162","3888880","53186"
"focus","2171","4393990","53186"
"blur","2218","4437117","53186"
"focus","2243","4485522","53186"
"blur","2422","4646019","53186"
"focus","2422","4647770","53186"
"blur","2428","4714664","53186"
"focus","2428","4723672","53186"
