"event","trial","time","PID"
"blur","0","14927","42798"
"focus","0","18737","42798"
"fullscreenenter","0","20007","42798"
"blur","710","731653","42798"
"focus","716","736153","42798"
"blur","724","743626","42798"
"focus","727","745920","42798"
"blur","732","751370","42798"
"focus","734","752376","42798"
"blur","740","757637","42798"
"focus","742","759350","42798"
"blur","744","762515","42798"
"focus","745","763123","42798"
"blur","918","900210","42798"
"focus","920","900848","42798"
"blur","922","903715","42798"
"focus","923","905284","42798"
"blur","958","1044479","42798"
"focus","958","1196444","42798"
"blur","1589","1728574","42798"
"focus","1591","1729811","42798"
"blur","2015","2100697","42798"
"focus","2015","2100698","42798"
"blur","2015","2101209","42798"
"focus","2015","2101212","42798"
"blur","2015","2101241","42798"
"focus","2015","2101244","42798"
"blur","2015","2101272","42798"
"focus","2015","2101275","42798"
"blur","2015","2101304","42798"
"focus","2015","2101305","42798"
"blur","2015","2101334","42798"
"focus","2015","2101337","42798"
"blur","2015","2101365","42798"
"focus","2015","2101369","42798"
"blur","2015","2101412","42798"
"focus","2015","2101416","42798"
"blur","2015","2101443","42798"
"focus","2015","2101446","42798"
"blur","2015","2101474","42798"
"focus","2015","2101477","42798"
"blur","2015","2101506","42798"
"focus","2015","2101509","42798"
"blur","2015","2101536","42798"
"focus","2015","2101537","42798"
"blur","2015","2101564","42798"
"focus","2015","2101565","42798"
"blur","2015","2101597","42798"
"focus","2015","2101601","42798"
"blur","2016","2101641","42798"
"focus","2016","2101642","42798"
"blur","2016","2101673","42798"
"focus","2016","2101674","42798"
"blur","2016","2101704","42798"
"focus","2016","2101704","42798"
"blur","2016","2101734","42798"
"focus","2016","2101735","42798"
"blur","2016","2101765","42798"
"focus","2016","2101766","42798"
"blur","2016","2101796","42798"
"focus","2016","2101798","42798"
"blur","2016","2101828","42798"
"focus","2016","2101830","42798"
"blur","2016","2101859","42798"
"focus","2016","2101860","42798"
"blur","2016","2101909","42798"
"focus","2016","2101912","42798"
"blur","2016","2101938","42798"
"focus","2016","2101942","42798"
"blur","2016","2101970","42798"
"focus","2016","2101973","42798"
"blur","2016","2102002","42798"
"focus","2016","2102005","42798"
"blur","2016","2102034","42798"
"focus","2016","2102037","42798"
"blur","2016","2102064","42798"
"focus","2016","2102068","42798"
"blur","2016","2102094","42798"
"focus","2016","2102095","42798"
"blur","2016","2102123","42798"
"focus","2016","2102124","42798"
"blur","2016","2102155","42798"
"focus","2016","2102156","42798"
"blur","2016","2102203","42798"
"focus","2016","2102207","42798"
"blur","2016","2102236","42798"
"focus","2016","2102239","42798"
"blur","2016","2102267","42798"
"focus","2016","2102271","42798"
"blur","2082","2184663","42798"
"focus","2086","2188033","42798"
"blur","2090","2191414","42798"
"focus","2093","2194606","42798"
"blur","2097","2197685","42798"
"focus","2100","2199342","42798"
"blur","2104","2204321","42798"
"focus","2106","2205245","42798"
"blur","2110","2208617","42798"
"focus","2114","2211033","42798"
"blur","2116","2213457","42798"
"focus","2121","2217550","42798"
"blur","2129","2224309","42798"
"focus","2131","2227384","42798"
"blur","2142","2234482","42798"
"focus","2146","2237270","42798"
"blur","2147","2238643","42798"
"focus","2149","2241102","42798"
"blur","2155","2244811","42798"
"focus","2160","2249832","42798"
"blur","2162","2252211","42798"
"focus","2163","2254150","42798"
"blur","2168","2257396","42798"
"focus","2173","2261561","42798"
"blur","2175","2262885","42798"
"focus","2179","2266971","42798"
"blur","2182","2271004","42798"
"focus","2183","2271822","42798"
"blur","2208","2291004","42798"
"focus","2210","2292489","42798"
"blur","2214","2295538","42798"
"focus","2215","2297251","42798"
"blur","2228","2308942","42798"
"focus","2229","2309624","42798"
"blur","2234","2312838","42798"
"focus","2234","2314364","42798"
"blur","2247","2323335","42798"
"focus","2250","2326229","42798"
"blur","2254","2329802","42798"
"focus","2256","2331826","42798"
"blur","2261","2336966","42798"
"focus","2262","2337737","42798"
"blur","2268","2342129","42798"
"focus","2269","2343859","42798"
"blur","2327","2388381","42798"
"focus","2327","2389395","42798"
"blur","2343","2405490","42798"
"focus","2343","2420542","42798"
"blur","2343","2423093","42798"
"focus","2343","2425394","42798"
