"event","trial","time","PID"
"focus","0","111721","48643"
"fullscreenexit","0","115375","48643"
"blur","319","447736","48643"
"focus","319","448988","48643"
"fullscreenexit","319","449644","48643"
"blur","319","454174","48643"
"focus","319","479530","48643"
"blur","319","480190","48643"
"focus","319","811411","48643"
"blur","319","818325","48643"
"focus","319","1436560","48643"
"blur","319","1437574","48643"
"focus","319","1625431","48643"
"blur","611","1858867","48643"
"focus","611","1871639","48643"
"blur","611","1873679","48643"
"focus","611","1880166","48643"
"blur","1185","2295694","48643"
"focus","1185","2307969","48643"
"blur","1447","2498241","48643"
"focus","1447","2726158","48643"
"blur","2226","3284862","48643"
"focus","2226","3547019","48643"
"blur","2226","3548358","48643"
"focus","2226","3614900","48643"
"blur","2226","3621745","48643"
"focus","2226","3764942","48643"
"blur","2226","3765484","48643"
"focus","2226","3789078","48643"
"blur","2226","3790805","48643"
"focus","2226","3807867","48643"
"blur","2226","3808891","48643"
"focus","2226","3895832","48643"
"blur","2302","3956868","48643"
"focus","2303","3957947","48643"
"blur","2491","4122586","48643"
"focus","2491","4124017","48643"
"blur","2500","4186668","48643"
"focus","2500","4191787","48643"
"blur","2501","4195888","48643"
