"event","trial","time","PID"
"fullscreenenter","0","56572","66582"
"fullscreenexit","1","262558","66582"
"blur","1","265029","66582"
"focus","1","278282","66582"
"blur","1","426459","66582"
"focus","1","623181","66582"
"blur","1","903284","66582"
"focus","1","1133528","66582"
"blur","1","1136941","66582"
"focus","1","2532203","66582"
"blur","392","3305820","66582"
"focus","418","3333682","66582"
"blur","446","3361371","66582"
"focus","458","3384552","66582"
"blur","635","3536445","66582"
"focus","635","4149673","66582"
"blur","948","4403597","66582"
"focus","948","4907772","66582"
"blur","1505","5424969","66582"
"focus","1505","5430754","66582"
"blur","1785","5851041","66582"
"focus","1785","5933923","66582"
"blur","2621","6840962","66582"
"focus","2621","6849610","66582"
"blur","2621","6855572","66582"
"focus","2621","6856491","66582"
