"event","trial","time","PID"
"focus","0","0","15137"
"focus","0","0","15137"
"blur","0","182041","15137"
"focus","0","183447","15137"
"fullscreenenter","0","183669","15137"
"blur","317","679945","15137"
"focus","317","689781","15137"
"blur","317","690641","15137"
"focus","317","721399","15137"
"blur","630","1021725","15137"
"focus","630","1031933","15137"
"blur","630","1034905","15137"
"focus","630","1040504","15137"
"blur","939","1336600","15137"
"focus","939","1344507","15137"
"blur","1196","1583791","15137"
"focus","1196","1589049","15137"
"blur","1451","1817197","15137"
"focus","1451","1823000","15137"
"blur","2453","2890353","15137"
"focus","2453","2903291","15137"
"blur","2453","2906722","15137"
"focus","2453","2910395","15137"
