"event","trial","time","PID"
"blur","0","0","96855"
"focus","0","1324","96855"
"fullscreenenter","0","3680","96855"
"blur","1","182221","96855"
"focus","1","832305","96855"
"blur","1454","2183301","96855"
"focus","1460","2189811","96855"
"blur","1462","2191485","96855"
"focus","1464","2192666","96855"
"blur","1467","2195474","96855"
"focus","1469","2198126","96855"
"blur","1470","2206903","96855"
"focus","1470","2489994","96855"
"blur","1470","2491002","96855"
"focus","1470","2491639","96855"
