"event","trial","time","PID"
"fullscreenenter","0","11625","48790"
"blur","6","230421","48790"
"focus","6","254732","48790"
"blur","6","257536","48790"
"focus","6","260498","48790"
"blur","599","634947","48790"
"focus","605","638867","48790"
"blur","614","645067","48790"
"focus","616","646276","48790"
"blur","619","648726","48790"
"focus","622","651003","48790"
"blur","624","652351","48790"
"focus","624","653364","48790"
"blur","940","959539","48790"
"focus","940","960267","48790"
"blur","940","961791","48790"
"focus","940","1202619","48790"
"blur","1223","1394938","48790"
"focus","1223","1424895","48790"
"blur","1495","1596642","48790"
"focus","1495","1658356","48790"
"blur","1774","1843211","48790"
"focus","1774","1874183","48790"
"blur","2030","2031954","48790"
"focus","2030","2032046","48790"
"blur","2036","2034872","48790"
"focus","2038","2036138","48790"
"blur","2039","2036242","48790"
"focus","2041","2038750","48790"
"blur","2043","2041437","48790"
"focus","2043","2042058","48790"
"blur","2044","2044119","48790"
"focus","2044","2046120","48790"
"blur","2044","2046276","48790"
"focus","2044","2195314","48790"
"blur","2044","2196974","48790"
"focus","2044","2280899","48790"
"blur","2321","2465126","48790"
"focus","2321","2655304","48790"
"blur","2321","2705885","48790"
"focus","2321","2780770","48790"
"blur","2321","2781633","48790"
"focus","2321","2785050","48790"
"blur","2321","2785177","48790"
"focus","2321","2786978","48790"
"blur","2321","2788008","48790"
"focus","2321","3345918","48790"
"blur","2321","3351342","48790"
"focus","2321","3356244","48790"
"fullscreenexit","2608","3606723","48790"
"blur","2608","3608643","48790"
"focus","2608","3615904","48790"
