"event","trial","time","PID"
"fullscreenenter","0","9226","24118"
"fullscreenexit","1","12339","24118"
"blur","2","38170","24118"
"focus","2","49548","24118"
"blur","300","298748","24118"
"focus","300","329460","24118"
"blur","2309","1847373","24118"
"focus","2309","1854541","24118"
"blur","2313","1878870","24118"
"focus","2313","1885997","24118"
"blur","2313","1891270","24118"
"focus","2313","1895308","24118"
"blur","2313","1898698","24118"
"focus","2313","1922879","24118"
"blur","2313","1934331","24118"
"focus","2313","1986325","24118"
"blur","2313","1997850","24118"
"focus","2313","2107555","24118"
"blur","2313","2113437","24118"
"focus","2313","2147428","24118"
"blur","2313","2173640","24118"
"focus","2313","2187844","24118"
"blur","2313","2199185","24118"
"focus","2313","2212189","24118"
"blur","2313","2217934","24118"
"focus","2313","2241744","24118"
"blur","2315","2270831","24118"
"focus","2315","2281740","24118"
"blur","2315","2298302","24118"
"focus","2315","2319445","24118"
"blur","2316","2329828","24118"
"focus","2316","2334462","24118"
"blur","2317","2397854","24118"
"focus","2317","2404335","24118"
"blur","2317","2408482","24118"
"focus","2317","2414679","24118"
"blur","2317","2417726","24118"
"focus","2317","2433431","24118"
