"event","trial","time","PID"
"blur","0","8485","44081"
"focus","0","12908","44081"
"fullscreenenter","0","12979","44081"
"blur","1","25054","44081"
"focus","1","49757","44081"
"blur","78","200394","44081"
"focus","79","200757","44081"
"blur","325","379740","44081"
"focus","325","492077","44081"
"blur","517","624912","44081"
"focus","518","625723","44081"
"blur","838","841541","44081"
"focus","839","842186","44081"
"blur","1998","1634949","44081"
"focus","1998","1635500","44081"
"blur","2208","1781593","44081"
"focus","2208","1782035","44081"
"blur","2513","1987817","44081"
"focus","2513","1988779","44081"
"blur","2570","2024579","44081"
"focus","2570","2025026","44081"
