"event","trial","time","PID"
"blur","0","17506","32031"
"focus","0","21251","32031"
"fullscreenenter","0","23880","32031"
"fullscreenexit","651","618211","32031"
"blur","656","622585","32031"
"focus","662","632871","32031"
"blur","719","673833","32031"
"focus","723","676469","32031"
"blur","1363","1170501","32031"
"focus","1365","1173956","32031"
"blur","1701","1415525","32031"
"focus","1713","1428701","32031"
"blur","1730","1439025","32031"
"focus","1744","1452734","32031"
"blur","2097","1708846","32031"
"focus","2099","1711293","32031"
"blur","2366","1964343","32031"
"focus","2366","1991079","32031"
