"event","trial","time","PID"
"fullscreenenter","0","12185","47686"
"fullscreenexit","953","1194819","47686"
"blur","954","1195967","47686"
"focus","954","1249031","47686"
"blur","954","1252116","47686"
"focus","954","1267213","47686"
"blur","954","1268218","47686"
"focus","954","1696648","47686"
"blur","954","1721998","47686"
"focus","954","1723879","47686"
"blur","1233","1986422","47686"
"focus","1233","2395195","47686"
"blur","1250","2430002","47686"
"focus","1250","2431405","47686"
"blur","1252","2434351","47686"
"focus","1279","2459232","47686"
"blur","1455","2592619","47686"
"focus","1456","2593844","47686"
"blur","1511","2638831","47686"
"focus","1511","2650553","47686"
"blur","1751","2832271","47686"
"focus","1753","2835589","47686"
"blur","1881","2928778","47686"
"focus","1882","2931314","47686"
"blur","2093","3095591","47686"
"focus","2094","3096919","47686"
"blur","2473","3375547","47686"
"focus","2475","3377610","47686"
"blur","2574","3545962","47686"
"focus","2574","3550314","47686"
"blur","2580","3695060","47686"
"focus","2580","3696027","47686"
"blur","2582","3779308","47686"
"focus","2582","3788842","47686"
"blur","2582","3790611","47686"
"focus","2582","3794076","47686"
