"event","trial","time","PID"
"blur","0","0","12748"
"focus","0","116","12748"
"fullscreenenter","0","14951","12748"
"blur","311","239787","12748"
"focus","311","254327","12748"
"blur","613","457475","12748"
"focus","613","487681","12748"
"blur","917","671686","12748"
"focus","917","750519","12748"
"blur","1187","918998","12748"
"focus","1187","979223","12748"
"blur","1705","1285454","12748"
"focus","1705","1293080","12748"
"blur","2211","1571646","12748"
"focus","2211","1598402","12748"
"fullscreenexit","2473","1816471","12748"
"blur","2473","1818273","12748"
"focus","2473","1822171","12748"
