"event","trial","time","PID"
"blur","0","1478","78686"
"focus","0","2099","78686"
"fullscreenenter","0","7768","78686"
"blur","315","322169","78686"
"focus","315","416392","78686"
"blur","920","1070680","78686"
"focus","920","1082091","78686"
"blur","1732","1917889","78686"
"focus","1732","1935259","78686"
"blur","2003","2191857","78686"
"focus","2003","2203095","78686"
"blur","2547","2694866","78686"
"focus","2547","2696517","78686"
"blur","2555","2778628","78686"
"focus","2555","2785078","78686"
"blur","2555","2793987","78686"
"focus","2555","2794811","78686"
